layer_index,layer_name,from_node,to_node,weight
1,input_to_hidden1,1,1,-0.280640184879303
1,input_to_hidden1,1,2,0.14509685337543488
1,input_to_hidden1,1,3,-0.27757441997528076
1,input_to_hidden1,1,4,0.44414401054382324
1,input_to_hidden1,1,5,0.3658977746963501
1,input_to_hidden1,1,6,-0.22903671860694885
1,input_to_hidden1,1,7,0.4954312741756439
1,input_to_hidden1,1,8,0.17972169816493988
1,input_to_hidden1,1,9,-0.3766075074672699
1,input_to_hidden1,1,10,-0.19242428243160248
1,input_to_hidden1,1,11,-0.4757583737373352
1,input_to_hidden1,1,12,0.33677762746810913
1,input_to_hidden1,2,1,0.17232197523117065
1,input_to_hidden1,2,2,-0.23009486496448517
1,input_to_hidden1,2,3,0.39590033888816833
1,input_to_hidden1,2,4,-0.26922884583473206
1,input_to_hidden1,2,5,-0.1991935670375824
1,input_to_hidden1,2,6,-0.11709181219339371
1,input_to_hidden1,2,7,0.1439942866563797
1,input_to_hidden1,2,8,0.36227402091026306
1,input_to_hidden1,2,9,0.3200787901878357
1,input_to_hidden1,2,10,0.049708638340234756
1,input_to_hidden1,2,11,0.06595867872238159
1,input_to_hidden1,2,12,0.30811646580696106
1,input_to_hidden1,3,1,-0.40245795249938965
1,input_to_hidden1,3,2,0.5206407904624939
1,input_to_hidden1,3,3,0.06925547122955322
1,input_to_hidden1,3,4,-0.07846682518720627
1,input_to_hidden1,3,5,-0.2300850749015808
1,input_to_hidden1,3,6,0.3392517864704132
1,input_to_hidden1,3,7,0.15058410167694092
1,input_to_hidden1,3,8,0.2558608055114746
1,input_to_hidden1,3,9,0.24865877628326416
1,input_to_hidden1,3,10,-0.21915192902088165
1,input_to_hidden1,3,11,-0.044036466628313065
1,input_to_hidden1,3,12,0.000977334100753069
1,input_to_hidden1,4,1,-0.5900759696960449
1,input_to_hidden1,4,2,0.216814324259758
1,input_to_hidden1,4,3,-0.32673242688179016
1,input_to_hidden1,4,4,0.5121952891349792
1,input_to_hidden1,4,5,0.21943704783916473
1,input_to_hidden1,4,6,-0.22879207134246826
1,input_to_hidden1,4,7,-0.11163999885320663
1,input_to_hidden1,4,8,0.3844794034957886
1,input_to_hidden1,4,9,-0.221202552318573
1,input_to_hidden1,4,10,-0.09743177890777588
1,input_to_hidden1,4,11,-0.05191677436232567
1,input_to_hidden1,4,12,0.2812136113643646
1,input_to_hidden1,5,1,-0.0788060873746872
1,input_to_hidden1,5,2,-0.043761055916547775
1,input_to_hidden1,5,3,-0.05855000391602516
1,input_to_hidden1,5,4,-0.04318119212985039
1,input_to_hidden1,5,5,0.4550902247428894
1,input_to_hidden1,5,6,0.1591101586818695
1,input_to_hidden1,5,7,-0.14628003537654877
1,input_to_hidden1,5,8,0.11479431390762329
1,input_to_hidden1,5,9,-0.2475374937057495
1,input_to_hidden1,5,10,-0.1285889744758606
1,input_to_hidden1,5,11,-0.2037331461906433
1,input_to_hidden1,5,12,0.14495882391929626
1,input_to_hidden1,6,1,-0.2556218206882477
1,input_to_hidden1,6,2,0.3095097541809082
1,input_to_hidden1,6,3,0.08134037256240845
1,input_to_hidden1,6,4,0.15696761012077332
1,input_to_hidden1,6,5,0.18438082933425903
1,input_to_hidden1,6,6,0.2565838694572449
1,input_to_hidden1,6,7,0.36849066615104675
1,input_to_hidden1,6,8,0.034948814660310745
1,input_to_hidden1,6,9,-0.013979258947074413
1,input_to_hidden1,6,10,-0.31570738554000854
1,input_to_hidden1,6,11,0.04298286885023117
1,input_to_hidden1,6,12,0.006298806983977556
1,input_to_hidden1,7,1,-0.01210742350667715
1,input_to_hidden1,7,2,0.21863946318626404
1,input_to_hidden1,7,3,-0.17893120646476746
1,input_to_hidden1,7,4,0.06320943683385849
1,input_to_hidden1,7,5,0.34650176763534546
1,input_to_hidden1,7,6,-0.14374323189258575
1,input_to_hidden1,7,7,0.29036945104599
1,input_to_hidden1,7,8,-0.12754324078559875
1,input_to_hidden1,7,9,0.018323898315429688
1,input_to_hidden1,7,10,-0.5232914686203003
1,input_to_hidden1,7,11,-0.2932511866092682
1,input_to_hidden1,7,12,0.2355743795633316
1,input_to_hidden1,8,1,-0.36309000849723816
1,input_to_hidden1,8,2,-0.06771758943796158
1,input_to_hidden1,8,3,-0.21700090169906616
1,input_to_hidden1,8,4,-0.23393547534942627
1,input_to_hidden1,8,5,0.3115013837814331
1,input_to_hidden1,8,6,0.020620793104171753
1,input_to_hidden1,8,7,-0.15605969727039337
1,input_to_hidden1,8,8,-0.03342768922448158
1,input_to_hidden1,8,9,-0.47851887345314026
1,input_to_hidden1,8,10,0.14009636640548706
1,input_to_hidden1,8,11,-0.05481337383389473
1,input_to_hidden1,8,12,-0.21911491453647614
1,input_to_hidden1,9,1,-0.46592503786087036
1,input_to_hidden1,9,2,0.3773852288722992
1,input_to_hidden1,9,3,-0.4508565664291382
1,input_to_hidden1,9,4,0.20240093767642975
1,input_to_hidden1,9,5,-0.19028224050998688
1,input_to_hidden1,9,6,-0.12515588104724884
1,input_to_hidden1,9,7,-0.188718780875206
1,input_to_hidden1,9,8,0.28329262137413025
1,input_to_hidden1,9,9,-0.15745140612125397
1,input_to_hidden1,9,10,0.22532525658607483
1,input_to_hidden1,9,11,0.024361062794923782
1,input_to_hidden1,9,12,0.3247126340866089
1,input_to_hidden1,10,1,0.30274203419685364
1,input_to_hidden1,10,2,-0.10926837474107742
1,input_to_hidden1,10,3,0.10092620551586151
1,input_to_hidden1,10,4,-0.21551458537578583
1,input_to_hidden1,10,5,-0.017027221620082855
1,input_to_hidden1,10,6,-0.05939415842294693
1,input_to_hidden1,10,7,0.47612786293029785
1,input_to_hidden1,10,8,-0.11517218500375748
1,input_to_hidden1,10,9,-0.23838554322719574
1,input_to_hidden1,10,10,-0.08386728167533875
1,input_to_hidden1,10,11,-0.5422634482383728
1,input_to_hidden1,10,12,0.22309574484825134
1,input_to_hidden1,11,1,-0.24327091872692108
1,input_to_hidden1,11,2,-0.14135318994522095
1,input_to_hidden1,11,3,-0.24761368334293365
1,input_to_hidden1,11,4,0.17518113553524017
1,input_to_hidden1,11,5,0.3624841570854187
1,input_to_hidden1,11,6,0.19858047366142273
1,input_to_hidden1,11,7,0.014153217896819115
1,input_to_hidden1,11,8,-0.05883628875017166
1,input_to_hidden1,11,9,-0.3369315564632416
1,input_to_hidden1,11,10,-0.5712472200393677
1,input_to_hidden1,11,11,0.08913423120975494
1,input_to_hidden1,11,12,0.3243183195590973
2,hidden1_to_hidden2,1,1,-0.5741286277770996
2,hidden1_to_hidden2,2,1,0.12419787794351578
2,hidden1_to_hidden2,3,1,-0.4615812301635742
2,hidden1_to_hidden2,4,1,1.184756875038147
2,hidden1_to_hidden2,5,1,0.9245994091033936
2,hidden1_to_hidden2,6,1,-0.2641698718070984
2,hidden1_to_hidden2,7,1,1.3558814525604248
2,hidden1_to_hidden2,8,1,0.28408923745155334
2,hidden1_to_hidden2,9,1,-0.7937428951263428
2,hidden1_to_hidden2,10,1,-0.18641039729118347
2,hidden1_to_hidden2,11,1,-1.1360845565795898
2,hidden1_to_hidden2,12,1,0.8267127871513367
3,hidden2_to_hidden3,1,1,-0.09568820893764496
3,hidden2_to_hidden3,1,2,0.10821328312158585
3,hidden2_to_hidden3,1,3,-0.04814343899488449
3,hidden2_to_hidden3,1,4,0.40296775102615356
3,hidden2_to_hidden3,1,5,0.3578515648841858
3,hidden2_to_hidden3,1,6,0.030002295970916748
3,hidden2_to_hidden3,1,7,0.4950258135795593
3,hidden2_to_hidden3,1,8,0.07410598546266556
3,hidden2_to_hidden3,1,9,-0.19953258335590363
3,hidden2_to_hidden3,1,10,0.0453500896692276
3,hidden2_to_hidden3,1,11,-0.3092561662197113
3,hidden2_to_hidden3,1,12,0.292776495218277
4,hidden3_to_output,1,1,0.01793614774942398
4,hidden3_to_output,1,2,0.08458603173494339
4,hidden3_to_output,1,3,0.09744924306869507
4,hidden3_to_output,1,4,0.13863956928253174
4,hidden3_to_output,1,5,0.1145036518573761
4,hidden3_to_output,1,6,0.06524774432182312
4,hidden3_to_output,1,7,0.15869158506393433
4,hidden3_to_output,1,8,0.07607138901948929
4,hidden3_to_output,1,9,0.022188173606991768
4,hidden3_to_output,1,10,0.02578715980052948
4,hidden3_to_output,1,11,-0.025701792910695076
4,hidden3_to_output,2,1,0.1201706975698471
4,hidden3_to_output,2,2,0.15307395160198212
4,hidden3_to_output,2,3,0.04589768499135971
4,hidden3_to_output,2,4,0.19135640561580658
4,hidden3_to_output,2,5,-0.04993145167827606
4,hidden3_to_output,2,6,0.009168902412056923
4,hidden3_to_output,2,7,0.06478757411241531
4,hidden3_to_output,2,8,0.06821075081825256
4,hidden3_to_output,2,9,0.15291284024715424
4,hidden3_to_output,2,10,0.16060452163219452
4,hidden3_to_output,2,11,0.10776572674512863
4,hidden3_to_output,3,1,0.11263787746429443
4,hidden3_to_output,3,2,0.13341549038887024
4,hidden3_to_output,3,3,0.04834362491965294
4,hidden3_to_output,3,4,0.17139941453933716
4,hidden3_to_output,3,5,0.09343316406011581
4,hidden3_to_output,3,6,0.04737536981701851
4,hidden3_to_output,3,7,-0.01928904838860035
4,hidden3_to_output,3,8,0.17596037685871124
4,hidden3_to_output,3,9,0.10351521521806717
4,hidden3_to_output,3,10,0.09204764664173126
4,hidden3_to_output,3,11,0.1544860154390335
4,hidden3_to_output,4,1,0.0300238449126482
4,hidden3_to_output,4,2,0.09568318724632263
4,hidden3_to_output,4,3,0.11888857185840607
4,hidden3_to_output,4,4,-0.06866524368524551
4,hidden3_to_output,4,5,0.07243099063634872
4,hidden3_to_output,4,6,0.04006589949131012
4,hidden3_to_output,4,7,0.1624375879764557
4,hidden3_to_output,4,8,0.08580994606018066
4,hidden3_to_output,4,9,0.06321225315332413
4,hidden3_to_output,4,10,-0.01811022125184536
4,hidden3_to_output,4,11,0.13253408670425415
4,hidden3_to_output,5,1,0.04114839434623718
4,hidden3_to_output,5,2,0.08979639410972595
4,hidden3_to_output,5,3,0.1600511223077774
4,hidden3_to_output,5,4,0.09787459671497345
4,hidden3_to_output,5,5,0.058858226984739304
4,hidden3_to_output,5,6,0.04691367223858833
4,hidden3_to_output,5,7,0.08006877452135086
4,hidden3_to_output,5,8,0.01783190853893757
4,hidden3_to_output,5,9,0.17567074298858643
4,hidden3_to_output,5,10,0.1208612322807312
4,hidden3_to_output,5,11,-0.005478536710143089
4,hidden3_to_output,6,1,0.06232684105634689
4,hidden3_to_output,6,2,0.05053219199180603
4,hidden3_to_output,6,3,0.1354331523180008
4,hidden3_to_output,6,4,0.03606342151761055
4,hidden3_to_output,6,5,0.05788439139723778
4,hidden3_to_output,6,6,0.05373617634177208
4,hidden3_to_output,6,7,0.10734394192695618
4,hidden3_to_output,6,8,0.11709915846586227
4,hidden3_to_output,6,9,0.09408651292324066
4,hidden3_to_output,6,10,0.05983910709619522
4,hidden3_to_output,6,11,0.1678878515958786
4,hidden3_to_output,7,1,0.12721602618694305
4,hidden3_to_output,7,2,0.059274327009916306
4,hidden3_to_output,7,3,0.1705043911933899
4,hidden3_to_output,7,4,0.006631136406213045
4,hidden3_to_output,7,5,0.09848646819591522
4,hidden3_to_output,7,6,0.061278801411390305
4,hidden3_to_output,7,7,0.07899557799100876
4,hidden3_to_output,7,8,0.09543706476688385
4,hidden3_to_output,7,9,0.06702486425638199
4,hidden3_to_output,7,10,0.03727608546614647
4,hidden3_to_output,7,11,0.1326359361410141
4,hidden3_to_output,8,1,0.052403390407562256
4,hidden3_to_output,8,2,0.13245373964309692
4,hidden3_to_output,8,3,0.08031859248876572
4,hidden3_to_output,8,4,0.08650922030210495
4,hidden3_to_output,8,5,-0.06120210513472557
4,hidden3_to_output,8,6,0.03928307071328163
4,hidden3_to_output,8,7,0.10078788548707962
4,hidden3_to_output,8,8,-0.018085531890392303
4,hidden3_to_output,8,9,0.0503462553024292
4,hidden3_to_output,8,10,0.009049836546182632
4,hidden3_to_output,8,11,-0.016623521223664284
4,hidden3_to_output,9,1,0.12529192864894867
4,hidden3_to_output,9,2,0.10812132805585861
4,hidden3_to_output,9,3,0.07529988139867783
4,hidden3_to_output,9,4,0.028772491961717606
4,hidden3_to_output,9,5,-0.05370011925697327
4,hidden3_to_output,9,6,0.14534099400043488
4,hidden3_to_output,9,7,0.06795873492956161
4,hidden3_to_output,9,8,-0.013668381609022617
4,hidden3_to_output,9,9,-0.010077795945107937
4,hidden3_to_output,9,10,0.1129358783364296
4,hidden3_to_output,9,11,-0.02308170683681965
4,hidden3_to_output,10,1,0.08682054281234741
4,hidden3_to_output,10,2,0.004063908476382494
4,hidden3_to_output,10,3,0.13696537911891937
4,hidden3_to_output,10,4,-0.021992383524775505
4,hidden3_to_output,10,5,0.09749003499746323
4,hidden3_to_output,10,6,0.08072952926158905
4,hidden3_to_output,10,7,0.14907757937908173
4,hidden3_to_output,10,8,0.09824438393115997
4,hidden3_to_output,10,9,0.1457367092370987
4,hidden3_to_output,10,10,0.1316574513912201
4,hidden3_to_output,10,11,0.0296145211905241
4,hidden3_to_output,11,1,0.09983854740858078
4,hidden3_to_output,11,2,0.014120509847998619
4,hidden3_to_output,11,3,0.12116612493991852
4,hidden3_to_output,11,4,0.05150125175714493
4,hidden3_to_output,11,5,0.1650906205177307
4,hidden3_to_output,11,6,0.050922591239213943
4,hidden3_to_output,11,7,0.01024268101900816
4,hidden3_to_output,11,8,0.050269924104213715
4,hidden3_to_output,11,9,-0.045358605682849884
4,hidden3_to_output,11,10,0.09627588093280792
4,hidden3_to_output,11,11,0.005330762360244989
4,hidden3_to_output,12,1,0.022749006748199463
4,hidden3_to_output,12,2,0.027184559032320976
4,hidden3_to_output,12,3,0.17713581025600433
4,hidden3_to_output,12,4,0.14536109566688538
4,hidden3_to_output,12,5,0.11405915021896362
4,hidden3_to_output,12,6,0.08848977833986282
4,hidden3_to_output,12,7,0.04240221902728081
4,hidden3_to_output,12,8,-0.017453575506806374
4,hidden3_to_output,12,9,-0.05366251617670059
4,hidden3_to_output,12,10,0.07708895206451416
4,hidden3_to_output,12,11,0.1470566987991333
